seed,match,t,card,base,kind,tx,ty,threat,d_threat,n_enemy_troops,bb_detected,bb_case,p1_pull_band,p1_close_penalty,p2_cover,p3_intercept,p4_spell_frac,p4_nado,p4_king_activation,p5_timing,p6_siege,p7_fragility,sum
1234,22,114.6,ice_wizard,ice_wizard,troop,1.5,18.0,zappies,10.66,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,22,124.2,tesla_evo,tesla,building,1.5,18.0,flying_machine,10.74,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,22,124.8,skeletons,skeletons,troop,9.5,31.33,flying_machine,23.67,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,22,130.8,the_log,the_log,spell,14.5,20.67,royal_hogs,1.7,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1234,22,131.4,knight,knight,troop,12.5,30.0,royal_hogs,9.71,5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.9908,0.0,0.0,1.9908
1234,22,135.0,ice_wizard,ice_wizard,troop,3.5,18.0,royal_hogs,10.01,4,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,22,139.8,tornado,tornado,spell,12.5,19.33,zappies,0.94,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4374,0.0,0.0,0.0,0.0,1.4374
1234,22,140.4,skeletons,skeletons,troop,9.5,31.33,zappies,9.78,5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5
1234,22,147.0,tesla,tesla,building,14.5,18.0,zappies,1.93,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1234,22,149.4,the_log,the_log,spell,12.5,23.33,flying_machine,3.82,1,0.0,0.0,0.0,0.0,0.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081
1234,22,153.0,knight,knight,troop,14.5,18.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,22,157.2,ice_wizard,ice_wizard,troop,7.5,18.0,,0.0,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,22,159.0,skeletons,skeletons,troop,9.5,31.33,goblin_brawler,20.35,5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,1.5
1234,22,163.8,tesla,tesla,building,1.5,18.0,goblin_brawler,3.15,5,0.0,0.0,0.75,-0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.25
1234,22,171.0,the_log,the_log,spell,3.5,18.0,goblin_brawler,0.94,5,0.0,0.0,0.0,0.0,0.5,0.0,0.75,0.0,0.0,0.0,0.0,0.0,1.25
1234,22,171.6,knight_evo,knight,troop,1.5,18.0,goblin_brawler,2.46,5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.3075,0.0,0.0,0.8075
1234,22,175.2,ice_wizard,ice_wizard,troop,3.5,27.33,royal_hogs,8.38,7,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5
1234,22,176.4,skeletons,skeletons,troop,3.5,27.33,royal_hogs,5.98,7,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5
1234,22,182.4,tesla_evo,tesla,building,1.5,18.0,zappies,2.87,2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5
1234,22,189.0,the_log,the_log,spell,14.5,22.0,royal_recruits,3.95,7,0.0,0.0,0.0,0.0,0.0,0.0,0.275,0.0,0.0,0.0,0.0,0.0,0.275
1234,22,189.6,knight,knight,troop,14.5,22.0,royal_recruits,4.47,8,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,22,193.2,ice_wizard,ice_wizard,troop,14.5,18.0,royal_recruits,5.96,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,22,195.0,skeletons,skeletons,troop,9.5,31.33,royal_recruits,6.12,5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.9924,0.0,-0.0,1.4924
1234,22,201.0,tesla,tesla,building,3.5,18.0,royal_recruits,9.91,3,0.0,0.0,0.0,-0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5
1234,22,208.2,the_log,the_log,spell,12.5,18.0,royal_hogs,3.15,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,22,208.8,knight,knight,troop,14.5,18.0,royal_hogs,2.77,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
1234,22,212.4,ice_wizard,ice_wizard,troop,6.5,18.0,royal_hogs,1.02,4,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5
1234,22,213.0,skeletons,skeletons,troop,9.5,31.33,royal_hogs,9.26,4,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5
1234,22,218.4,tesla,tesla,building,1.5,18.0,zappies,2.7,4,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.92,0.0,0.0,1.42
1234,22,225.0,the_log,the_log,spell,3.5,18.0,goblin_brawler,0.39,3,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5
1234,22,225.6,knight_evo,knight,troop,12.5,18.0,goblin_brawler,9.14,3,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,22,229.8,ice_wizard,ice_wizard,troop,1.5,18.0,zappies,2.19,2,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,2.0
1234,22,231.0,skeletons,skeletons,troop,9.5,31.33,zappies,15.09,3,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,22,237.0,tesla_evo,tesla,building,1.5,18.0,flying_machine,12.96,5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.6667,0.0,0.0,1.1667
1234,22,241.8,the_log,the_log,spell,14.5,19.33,goblin_brawler,1.79,5,0.0,0.0,0.0,0.0,0.0,0.0,0.7333,0.0,0.0,0.0,0.0,0.0,0.7333
1234,22,242.4,knight,knight,troop,14.5,19.33,goblin_brawler,1.64,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1234,22,245.4,ice_wizard,ice_wizard,troop,12.5,18.0,flying_machine,0.31,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4568,0.0,0.0,0.4568
1234,22,246.0,skeletons,skeletons,troop,9.5,31.33,flying_machine,12.58,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,22,249.6,tornado,tornado,spell,12.5,19.33,flying_machine,1.12,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3601,0.0,0.0,0.0,0.0,1.3601
1234,22,253.2,tesla,tesla,building,1.5,18.0,royal_hogs,0.97,10,0.0,0.0,0.5147,-0.3691,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.6456
1234,22,255.0,the_log,the_log,spell,12.5,23.33,zappies,0.72,11,0.0,0.0,0.0,0.0,0.081,0.0,0.3556,0.0,0.0,0.0,0.0,0.0,0.4365
1234,22,257.4,knight,knight,troop,12.5,24.67,zappies,0.87,6,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.283,0.0,0.0,1.783
1234,22,258.6,skeletons,skeletons,troop,9.5,31.33,royal_hogs,12.41,6,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,22,262.2,ice_wizard,ice_wizard,troop,1.5,18.0,royal_hogs,5.35,2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,22,265.8,tesla,tesla,building,1.5,18.0,royal_recruits,4.81,8,0.0,0.0,0.75,-0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.25
1234,22,270.0,the_log,the_log,spell,3.5,18.0,royal_recruits,7.1,11,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,22,270.6,knight_evo,knight,troop,3.5,27.33,royal_recruits,6.82,11,0.0,0.0,0.0,0.0,0.5,0.461,0.0,0.0,0.0,0.0,0.0,0.0,0.961
1234,22,271.2,skeletons,skeletons,troop,3.5,27.33,royal_recruits,6.13,11,0.0,0.0,0.0,0.0,0.5,0.461,0.0,0.0,0.0,0.0,0.0,-0.0,0.961
1234,23,0.0,knight,knight,troop,12.5,30.0,,0.0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,23,0.6,skeletons,skeletons,troop,9.5,31.33,,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1234,23,12.0,ice_wizard,ice_wizard,troop,12.5,18.0,,0.0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,23,18.6,tesla,tesla,building,1.5,18.0,electro_wizard,13.26,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5
1234,23,37.8,x_bow,x_bow,building,3.5,18.0,sparky,10.93,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5
1234,23,39.6,the_log,the_log,spell,14.5,18.0,sparky,4.23,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,23,42.6,skeletons,skeletons,troop,9.5,31.33,sparky,16.54,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,1.5
1234,23,51.0,knight,knight,troop,12.5,30.0,,0.0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,23,61.2,ice_wizard,ice_wizard,troop,1.5,18.0,giant,8.85,1,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1234,23,69.6,tornado,tornado,spell,0.5,18.0,giant,4.59,3,0.0,0.0,0.0,0.0,0.4741,0.0,0.2941,0.0002,0.0,0.0,0.0,0.0,0.7684
1234,23,78.6,tesla,tesla,building,1.5,18.0,elite_barbarians,13.46,3,0.0,0.0,0.0,-0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5
1234,23,81.6,skeletons,skeletons,troop,9.5,31.33,elite_barbarians,6.26,2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.7146,0.0,-0.0,1.2146
1234,23,90.0,knight_evo,knight,troop,1.5,18.0,dark_prince,3.04,1,0.0,0.0,0.0,0.0,0.1492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1492
1234,23,106.2,ice_wizard,ice_wizard,troop,1.5,18.0,,0.0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,23,118.8,x_bow,x_bow,building,1.5,18.0,sparky,7.68,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,23,121.8,the_log,the_log,spell,5.5,18.0,sparky,4.72,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,23,122.4,skeletons,skeletons,troop,9.5,31.33,sparky,18.2,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,1.5
1234,23,126.0,knight,knight,troop,5.5,18.0,sparky,3.57,1,0.0,0.0,0.0,0.0,0.2473,0.6334,0.0,0.0,0.0,0.9898,0.0,0.0,1.8704
1234,23,130.2,ice_wizard,ice_wizard,troop,1.5,18.0,giant,12.14,2,0.0,0.0,0.0,0.0,0.4941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4941
1234,23,135.0,tornado,tornado,spell,3.5,16.67,giant,10.17,1,0.0,0.0,0.0,0.0,0.2222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222
1234,23,141.0,tesla_evo,tesla,building,2.5,18.0,giant,10.79,3,0.0,0.0,0.0,-0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5
1234,23,142.2,skeletons,skeletons,troop,9.5,31.33,giant,4.43,3,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,23,145.2,the_log,the_log,spell,3.5,19.33,dark_prince,0.0,2,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5
1234,23,148.8,knight,knight,troop,12.5,30.0,electro_wizard,13.27,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,23,153.0,ice_wizard,ice_wizard,troop,12.5,18.0,elite_barbarians,2.11,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
1234,23,158.4,tesla,tesla,building,1.5,18.0,elite_barbarians,11.56,2,0.0,0.0,0.0,-0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5
1234,23,159.6,skeletons,skeletons,troop,9.5,31.33,elite_barbarians,10.92,3,0.0,0.0,0.0,0.0,0.0044,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0044
1234,23,167.4,the_log,the_log,spell,14.5,22.0,elite_barbarians,5.42,3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5
1234,23,168.0,knight_evo,knight,troop,14.5,18.0,elite_barbarians,8.66,3,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,23,171.0,ice_wizard,ice_wizard,troop,3.5,18.0,sparky,9.72,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,23,177.0,tesla,tesla,building,3.5,18.0,sparky,9.06,3,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5
5678,0,0.0,knight,knight,troop,12.5,30.0,,0.0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
5678,0,11.4,x_bow,x_bow,building,1.5,18.0,,0.0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5
5678,0,21.6,ice_wizard,ice_wizard,troop,3.5,18.0,pekka,8.25,2,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
5678,0,25.8,skeletons,skeletons,troop,9.5,31.33,pekka,18.88,2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,1.5
5678,0,31.8,the_log,the_log,spell,3.5,18.0,pekka,0.7,2,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5
5678,0,36.6,knight,knight,troop,12.5,30.0,pekka,12.61,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
5678,0,48.0,tesla,tesla,building,1.5,18.0,pekka,11.41,2,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
5678,0,57.6,ice_wizard,ice_wizard,troop,3.5,18.0,pekka,10.93,2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
5678,0,59.4,skeletons,skeletons,troop,9.5,31.33,pekka,8.89,3,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.5
5678,0,79.2,x_bow,x_bow,building,1.5,18.0,pekka,8.24,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3898,1.0,0.0,1.3898
5678,1,0.0,knight,knight,troop,12.5,30.0,,0.0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
5678,1,9.6,tesla,tesla,building,1.5,18.0,musketeer,12.7,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
5678,1,18.0,ice_wizard,ice_wizard,troop,3.5,18.0,guards,10.64,3,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
5678,1,28.8,the_log,the_log,spell,14.5,18.0,guards,9.72,4,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0
5678,1,29.4,skeletons,skeletons,troop,9.5,31.33,guards,14.48,3,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0384,0.0,-0.0,0.5384
5678,1,31.2,knight,knight,troop,14.5,19.33,guards,0.72,2,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5
5678,1,44.4,tesla,tesla,building,1.5,18.0,valkyrie,13.26,1,0.0,0.0,0.0,-0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5
5678,1,58.2,ice_wizard,ice_wizard,troop,3.5,18.0,,0.0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
5678,1,75.0,x_bow,x_bow,building,3.5,18.0,golem,3.3,1,0.0,0.0,0.75,-0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.25
5678,1,75.6,skeletons,skeletons,troop,9.5,31.33,golem,16.86,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
5678,1,78.0,the_log,the_log,spell,3.5,18.0,golem,1.11,1,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5
5678,1,84.6,knight_evo,knight,troop,1.5,18.0,golem,2.02,2,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5678,1,94.2,ice_wizard,ice_wizard,troop,1.5,18.0,golem,2.8,4,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.8323,0.0,0.0,1.3323
5678,1,103.8,tesla_evo,tesla,building,1.5,18.0,golem,2.33,1,0.0,0.0,0.75,-0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.25
5678,1,106.8,skeletons,skeletons,troop,9.5,31.33,golem,14.61,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
5678,1,120.6,the_log,the_log,spell,14.5,18.0,guards,2.56,4,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
5678,1,121.2,knight,knight,troop,14.5,18.0,guards,1.73,4,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5
5678,1,124.8,ice_wizard,ice_wizard,troop,1.5,18.0,guards,11.77,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5678,1,130.2,tesla,tesla,building,1.5,18.0,balloon,2.21,2,0.0,0.0,0.75,-0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.25
5678,1,132.0,skeletons,skeletons,troop,9.5,31.33,balloon,15.22,2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
5678,1,143.4,x_bow,x_bow,building,1.5,18.0,archers,13.21,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.5
5678,1,145.8,knight,knight,troop,3.5,18.0,archers,10.93,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
5678,1,150.6,ice_wizard,ice_wizard,troop,3.5,18.0,guards,3.27,4,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.5481,0.0,0.0,2.0481
5678,1,154.2,tesla,tesla,building,3.5,18.0,guards,4.4,3,0.0,0.0,0.75,-0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.25
5678,1,156.0,skeletons,skeletons,troop,9.5,31.33,musketeer,18.27,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5678,1,164.4,x_bow,x_bow,building,5.5,18.0,golem,9.48,2,0.0,0.0,0.0,-0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5
5678,1,166.8,the_log,the_log,spell,3.5,18.0,golem,11.02,2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
5678,1,171.0,knight_evo,knight,troop,3.5,18.0,golem,10.89,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
5678,1,175.2,ice_wizard,ice_wizard,troop,14.5,23.33,golem,0.0,2,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5
5678,1,176.4,skeletons,skeletons,troop,9.5,31.33,golem,8.85,6,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
5678,2,0.0,knight,knight,troop,12.5,30.0,,0.0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
5678,2,4.2,ice_wizard,ice_wizard,troop,1.5,18.0,hog_rider,2.76,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
5678,2,6.6,skeletons,skeletons,troop,9.5,31.33,hog_rider,9.43,2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
5678,2,20.4,tesla,tesla,building,1.5,18.0,mighty_miner,12.7,4,0.0,0.0,0.0,-0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5
5678,2,34.8,x_bow,x_bow,building,3.5,18.0,hog_rider,2.9,1,0.0,0.0,0.75,-0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.25
5678,2,42.6,knight,knight,troop,12.5,30.0,,0.0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
5678,2,52.8,ice_wizard,ice_wizard,troop,1.5,18.0,firecracker,13.2,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
5678,2,55.2,skeletons,skeletons,troop,9.5,31.33,firecracker,17.05,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
5678,2,66.0,tesla,tesla,building,1.5,18.0,mighty_miner,3.72,3,0.0,0.0,0.75,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25
5678,2,81.0,the_log,the_log,spell,3.5,18.0,mighty_miner,3.98,2,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0
5678,2,81.6,knight_evo,knight,troop,1.5,18.0,hog_rider,1.42,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5
5678,2,88.8,ice_wizard,ice_wizard,troop,1.5,18.0,firecracker,4.47,1,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5678,2,90.0,skeletons,skeletons,troop,9.5,31.33,firecracker,18.26,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
5678,2,103.2,tesla_evo,tesla,building,1.5,18.0,mighty_miner,5.63,4,0.0,0.0,0.4862,-0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.9862
5678,2,118.2,x_bow,x_bow,building,1.5,18.0,hog_rider,12.4,1,0.0,0.0,0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.9667,1.0,0.0,2.4667
5678,2,122.4,the_log,the_log,spell,14.5,18.0,hog_rider,4.7,2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
5678,2,126.0,knight,knight,troop,12.5,30.0,firecracker,12.36,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
5678,2,129.0,skeletons,skeletons,troop,9.5,31.33,mighty_miner,16.96,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,1.5
5678,2,132.0,ice_wizard,ice_wizard,troop,3.5,18.0,mighty_miner,9.68,5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
5678,2,138.0,tesla,tesla,building,3.5,18.0,mighty_miner,9.64,1,0.0,0.0,0.0,-0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5
5678,2,147.0,x_bow,x_bow,building,5.5,18.0,hog_rider,8.99,1,0.0,0.0,0.0,-0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5
5678,2,148.8,the_log,the_log,spell,12.5,18.0,hog_rider,1.1,4,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5
5678,2,150.0,skeletons,skeletons,troop,9.5,31.33,hog_rider,13.64,4,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
5678,2,154.2,knight,knight,troop,12.5,30.0,,0.0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
5678,2,158.4,ice_wizard,ice_wizard,troop,1.5,18.0,mighty_miner,12.17,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
5678,2,166.2,tesla,tesla,building,1.5,18.0,,0.0,2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
5678,2,173.4,x_bow,x_bow,building,12.5,18.0,mighty_miner,5.09,1,0.0,0.0,0.6118,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.1118
5678,2,174.0,skeletons,skeletons,troop,9.5,31.33,mighty_miner,18.75,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
5678,2,178.2,knight_evo,knight,troop,14.5,18.0,mighty_miner,4.57,2,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.1057,0.0,0.0,1.6057
5678,3,0.0,knight,knight,troop,12.5,30.0,,0.0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
